method,split,task,regime,mean_success_rate,ci95_success_rate,mean_harmful_transfer_rate,ci95_harmful_transfer_rate,mean_tactile_event_f1,ci95_tactile_event_f1,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
oracle_feature_selector,clean_transfer,peg_in_hole_contact_search,soft_compliance,0.835034,0.037218,0.044511,0.003675,0.674829,0.001311,0.028099,0.001175,0.170913,0.001030,0.042996,0.001958,7,84
oracle_feature_selector,clean_transfer,peg_in_hole_contact_search,source_matched,0.829932,0.020184,0.036372,0.003681,0.688148,0.001296,0.019565,0.000471,0.166145,0.000697,0.036872,0.000581,7,84
oracle_feature_selector,clean_transfer,peg_in_hole_contact_search,taxel_bias,0.792517,0.034102,0.045492,0.000845,0.669676,0.001239,0.032028,0.001169,0.175439,0.000909,0.042793,0.000627,7,84
oracle_feature_selector,clean_transfer,peg_in_hole_contact_search,texture_aliasing,0.789116,0.039675,0.045796,0.000903,0.668810,0.006020,0.037276,0.002220,0.169660,0.000954,0.045048,0.000666,7,84
oracle_feature_selector,clean_transfer,peg_in_hole_contact_search,transient_shear_spike,0.789116,0.036616,0.047654,0.000951,0.659889,0.001397,0.036618,0.001385,0.172636,0.001083,0.044456,0.000699,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,compound_contact_shift,0.811224,0.027148,0.052448,0.000883,0.681501,0.006043,0.043484,0.000795,0.177427,0.002801,0.046536,0.002624,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,low_friction,0.804422,0.028284,0.037379,0.000787,0.700615,0.006160,0.028195,0.000927,0.168136,0.000727,0.038534,0.000587,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,soft_compliance,0.809524,0.042904,0.042523,0.000816,0.698348,0.006125,0.028833,0.002593,0.172573,0.000851,0.042152,0.000607,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,source_matched,0.833333,0.035277,0.037457,0.002938,0.708558,0.001181,0.020788,0.000996,0.162472,0.000688,0.038144,0.000558,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,taxel_bias,0.807823,0.024646,0.048577,0.003762,0.693087,0.006184,0.034488,0.003134,0.171741,0.003033,0.040869,0.000502,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,texture_aliasing,0.780612,0.030062,0.047596,0.000826,0.695438,0.005603,0.033628,0.000834,0.172395,0.003064,0.039951,0.000613,7,84
oracle_feature_selector,clean_transfer,slip_limited_grasp,transient_shear_spike,0.811224,0.030307,0.049526,0.000874,0.684052,0.001282,0.039120,0.001020,0.172581,0.002532,0.046270,0.001915,7,84
oracle_feature_selector,combined_stress,cable_threading,compound_contact_shift,0.709184,0.032546,0.075111,0.003695,0.659673,0.005562,0.058657,0.000850,0.196731,0.000663,0.062705,0.002701,7,84
oracle_feature_selector,combined_stress,cable_threading,low_friction,0.695578,0.025892,0.054542,0.000768,0.679177,0.001123,0.045449,0.000907,0.187736,0.000715,0.057042,0.000574,7,84
oracle_feature_selector,combined_stress,cable_threading,soft_compliance,0.709184,0.049329,0.055390,0.000797,0.677374,0.006149,0.047937,0.001090,0.188795,0.000794,0.057341,0.000594,7,84
oracle_feature_selector,combined_stress,cable_threading,source_matched,0.704082,0.045947,0.050508,0.000787,0.692452,0.001152,0.039367,0.002265,0.184808,0.002266,0.054358,0.000587,7,84
oracle_feature_selector,combined_stress,cable_threading,taxel_bias,0.698980,0.027756,0.062090,0.000749,0.676068,0.001095,0.048767,0.000952,0.189874,0.000745,0.061260,0.000561,7,84
oracle_feature_selector,combined_stress,cable_threading,texture_aliasing,0.707483,0.034480,0.060841,0.000807,0.680049,0.001181,0.053429,0.001174,0.190609,0.000910,0.058775,0.002667,7,84
oracle_feature_selector,combined_stress,cable_threading,transient_shear_spike,0.695578,0.027822,0.068177,0.000855,0.669737,0.001253,0.055284,0.000825,0.193181,0.003017,0.059973,0.002640,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,compound_contact_shift,0.709184,0.028739,0.073724,0.000864,0.652409,0.001267,0.060183,0.000835,0.197003,0.002291,0.061393,0.000640,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,low_friction,0.702381,0.032203,0.054785,0.000768,0.674358,0.001123,0.045767,0.000839,0.187829,0.000644,0.057996,0.000574,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,soft_compliance,0.734694,0.026805,0.056173,0.000797,0.670793,0.005633,0.048202,0.000804,0.188912,0.000635,0.058667,0.000594,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,source_matched,0.753401,0.022027,0.049397,0.002946,0.688173,0.001152,0.036440,0.002083,0.182090,0.002496,0.054379,0.002010,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,taxel_bias,0.704082,0.031151,0.061974,0.000749,0.670709,0.001095,0.048851,0.000540,0.189759,0.000402,0.060823,0.001949,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,texture_aliasing,0.685374,0.028739,0.061804,0.000807,0.673738,0.004419,0.055022,0.001274,0.191703,0.001002,0.055651,0.000600,7,84
oracle_feature_selector,combined_stress,cloth_edge_pull,transient_shear_spike,0.690476,0.060031,0.070040,0.000855,0.667348,0.001253,0.057142,0.001717,0.189995,0.001286,0.058612,0.000633,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,compound_contact_shift,0.736395,0.027622,0.074608,0.000941,0.621535,0.001383,0.059403,0.001080,0.193649,0.000861,0.062712,0.000693,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,low_friction,0.784014,0.040231,0.053903,0.003708,0.635690,0.001239,0.043416,0.003210,0.186892,0.000736,0.055812,0.000554,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,soft_compliance,0.761905,0.037069,0.055821,0.000874,0.632919,0.001282,0.046474,0.000889,0.187020,0.003026,0.059134,0.000647,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,source_matched,0.787415,0.029439,0.045438,0.000864,0.647462,0.001267,0.037494,0.000889,0.182245,0.002901,0.052362,0.000640,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,taxel_bias,0.772109,0.038586,0.059023,0.000826,0.634084,0.001210,0.052116,0.001304,0.189974,0.001005,0.060645,0.000613,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,texture_aliasing,0.770408,0.055711,0.066774,0.000883,0.633556,0.001296,0.049069,0.002388,0.188889,0.001239,0.059783,0.000653,7,84
oracle_feature_selector,combined_stress,lid_twist_force_control,transient_shear_spike,0.746599,0.036968,0.065602,0.000931,0.628491,0.001368,0.052703,0.001745,0.189433,0.001192,0.058553,0.002388,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,compound_contact_shift,0.715986,0.021257,0.075551,0.003944,0.634132,0.001426,0.059251,0.000557,0.192140,0.000548,0.062248,0.002681,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,low_friction,0.761905,0.026943,0.055402,0.000874,0.643976,0.001282,0.046021,0.000995,0.184641,0.002085,0.058018,0.000647,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,soft_compliance,0.768707,0.047180,0.054924,0.002898,0.647901,0.001325,0.046519,0.001500,0.188368,0.002067,0.056260,0.000624,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,source_matched,0.760204,0.041811,0.044768,0.003675,0.660212,0.001311,0.037420,0.000751,0.185500,0.000607,0.050787,0.002500,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,taxel_bias,0.767007,0.030490,0.060977,0.000855,0.637906,0.001253,0.047783,0.000855,0.192294,0.000671,0.060877,0.000633,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,texture_aliasing,0.773810,0.044969,0.065650,0.000912,0.635334,0.004353,0.049024,0.000715,0.189003,0.000500,0.057895,0.000673,7,84
oracle_feature_selector,combined_stress,peg_in_hole_contact_search,transient_shear_spike,0.758503,0.047140,0.071918,0.000960,0.638856,0.001411,0.055862,0.001788,0.192068,0.001973,0.059501,0.000706,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,compound_contact_shift,0.773810,0.027889,0.074869,0.000893,0.651269,0.006032,0.062226,0.001222,0.190999,0.000969,0.063540,0.000660,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,low_friction,0.787415,0.046228,0.059722,0.000797,0.671188,0.001167,0.042203,0.001195,0.185129,0.003051,0.054751,0.000594,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,soft_compliance,0.768707,0.024343,0.055170,0.000826,0.671576,0.001210,0.045933,0.002832,0.188887,0.000582,0.058191,0.001927,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,source_matched,0.807823,0.045947,0.048087,0.000816,0.673060,0.001195,0.034569,0.000961,0.182637,0.003236,0.054835,0.000607,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,taxel_bias,0.782313,0.019532,0.062867,0.000778,0.661473,0.001138,0.050361,0.000711,0.190202,0.000579,0.055936,0.000580,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,texture_aliasing,0.782313,0.043119,0.062823,0.000835,0.667263,0.001224,0.048157,0.000863,0.190751,0.002544,0.057711,0.000620,7,84
oracle_feature_selector,combined_stress,slip_limited_grasp,transient_shear_spike,0.761905,0.020367,0.069163,0.000883,0.655457,0.001296,0.056321,0.001584,0.189382,0.000678,0.059366,0.000653,7,84
oracle_feature_selector,heldout_geometry,cable_threading,compound_contact_shift,0.709184,0.024343,0.067335,0.003688,0.673745,0.006055,0.053868,0.000670,0.190793,0.000683,0.056791,0.000574,7,84
oracle_feature_selector,heldout_geometry,cable_threading,low_friction,0.727891,0.031972,0.054656,0.000778,0.696626,0.001138,0.039855,0.002758,0.181574,0.002835,0.050516,0.000580,7,84
oracle_feature_selector,heldout_geometry,cable_threading,soft_compliance,0.697279,0.020905,0.055352,0.002938,0.689760,0.001181,0.041183,0.000912,0.180035,0.000807,0.051992,0.000558,7,84
oracle_feature_selector,heldout_geometry,cable_threading,source_matched,0.738095,0.036004,0.040681,0.000797,0.693539,0.001167,0.034612,0.001076,0.178205,0.000826,0.048345,0.000594,7,84
oracle_feature_selector,heldout_geometry,cable_threading,taxel_bias,0.721088,0.020905,0.059988,0.000759,0.688757,0.004451,0.046808,0.000512,0.186355,0.000422,0.053713,0.000567,7,84
oracle_feature_selector,heldout_geometry,cable_threading,texture_aliasing,0.707483,0.045785,0.059178,0.003728,0.683314,0.001195,0.046735,0.001053,0.182156,0.000685,0.050479,0.001937,7,84
oracle_feature_selector,heldout_geometry,cable_threading,transient_shear_spike,0.664966,0.043631,0.060605,0.000864,0.677727,0.001267,0.050864,0.001151,0.186235,0.002900,0.053647,0.000640,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,compound_contact_shift,0.724490,0.021858,0.066161,0.000874,0.664102,0.004376,0.055152,0.000776,0.188668,0.002824,0.059074,0.000647,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,low_friction,0.732993,0.051388,0.053397,0.002950,0.692002,0.001138,0.037898,0.002861,0.179576,0.002894,0.051598,0.000538,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,soft_compliance,0.719388,0.041321,0.052918,0.004076,0.685946,0.001181,0.041331,0.001026,0.180378,0.000709,0.053407,0.000512,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,source_matched,0.763605,0.036868,0.041497,0.000797,0.689455,0.001167,0.034880,0.000959,0.178366,0.000729,0.047425,0.002451,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,taxel_bias,0.707483,0.030062,0.060083,0.000759,0.683593,0.004451,0.047501,0.001132,0.186741,0.000884,0.054585,0.000567,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,texture_aliasing,0.717687,0.028219,0.056924,0.004068,0.679770,0.001195,0.047318,0.000650,0.182833,0.000731,0.050875,0.000519,7,84
oracle_feature_selector,heldout_geometry,cloth_edge_pull,transient_shear_spike,0.707483,0.029187,0.062681,0.000864,0.675533,0.001267,0.051673,0.000922,0.183501,0.000728,0.055882,0.000640,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,compound_contact_shift,0.784014,0.035066,0.072435,0.000951,0.638476,0.001397,0.055364,0.002841,0.188375,0.002753,0.056141,0.000699,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,low_friction,0.795918,0.020000,0.049330,0.004037,0.650863,0.006078,0.036958,0.003048,0.180332,0.000423,0.050690,0.002470,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,soft_compliance,0.806122,0.023174,0.051095,0.000883,0.643029,0.001296,0.041516,0.000888,0.177628,0.000717,0.049472,0.000653,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,source_matched,0.814626,0.022690,0.041213,0.000874,0.656564,0.001282,0.032564,0.000926,0.173855,0.001945,0.045693,0.002629,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,taxel_bias,0.765306,0.028674,0.057378,0.004052,0.639352,0.001224,0.046589,0.000756,0.182779,0.000736,0.052328,0.002724,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,texture_aliasing,0.756803,0.035953,0.060423,0.002902,0.644836,0.001311,0.044770,0.001032,0.184488,0.000805,0.050605,0.000617,7,84
oracle_feature_selector,heldout_geometry,lid_twist_force_control,transient_shear_spike,0.777211,0.033278,0.063634,0.000941,0.644496,0.001383,0.049837,0.001040,0.186337,0.000817,0.055001,0.002384,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,compound_contact_shift,0.751701,0.031151,0.069753,0.000979,0.635221,0.001440,0.054997,0.002498,0.190405,0.000798,0.055486,0.002366,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,low_friction,0.777211,0.030852,0.050634,0.000883,0.653588,0.001296,0.040450,0.002152,0.177913,0.000443,0.048207,0.000653,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,soft_compliance,0.760204,0.025676,0.050003,0.000912,0.660168,0.001339,0.041564,0.002841,0.178676,0.000652,0.048768,0.001905,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,source_matched,0.806122,0.029123,0.038633,0.000903,0.671471,0.001325,0.032822,0.000756,0.174380,0.002402,0.047395,0.000666,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,taxel_bias,0.741497,0.050845,0.053992,0.000864,0.645331,0.001267,0.043182,0.001723,0.186472,0.001317,0.050045,0.000640,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,texture_aliasing,0.784014,0.036515,0.059104,0.003655,0.646198,0.001354,0.046246,0.001179,0.184068,0.001917,0.049745,0.000607,7,84
oracle_feature_selector,heldout_geometry,peg_in_hole_contact_search,transient_shear_spike,0.753401,0.013194,0.059464,0.000970,0.641581,0.004319,0.049259,0.000841,0.184934,0.000706,0.053321,0.000713,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,compound_contact_shift,0.760204,0.037908,0.069372,0.000903,0.660744,0.005522,0.052612,0.001983,0.186881,0.001036,0.054666,0.000666,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,low_friction,0.802721,0.035953,0.050109,0.000807,0.678895,0.005623,0.037529,0.002022,0.181992,0.001024,0.049574,0.000600,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,soft_compliance,0.784014,0.027148,0.050551,0.003715,0.676793,0.001224,0.041795,0.001852,0.181213,0.000897,0.048587,0.001974,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,source_matched,0.806122,0.031269,0.040538,0.000826,0.695278,0.001210,0.028972,0.002275,0.178251,0.000671,0.045862,0.002656,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,taxel_bias,0.761905,0.022771,0.056182,0.004091,0.679857,0.001152,0.042471,0.000700,0.181019,0.000641,0.049852,0.000499,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,texture_aliasing,0.780612,0.027822,0.054864,0.000845,0.673650,0.001239,0.042343,0.001101,0.185046,0.000870,0.054271,0.000627,7,84
oracle_feature_selector,heldout_geometry,slip_limited_grasp,transient_shear_spike,0.772109,0.043333,0.063871,0.000893,0.666569,0.001311,0.045716,0.001395,0.184419,0.001071,0.054655,0.002619,7,84
oracle_feature_selector,heldout_material,cable_threading,compound_contact_shift,0.685374,0.037019,0.064525,0.000874,0.674092,0.001282,0.054478,0.001209,0.185265,0.002243,0.056057,0.000647,7,84
oracle_feature_selector,heldout_material,cable_threading,low_friction,0.705782,0.025820,0.044134,0.000778,0.689255,0.001138,0.036221,0.000644,0.177159,0.000510,0.049613,0.000580,7,84
oracle_feature_selector,heldout_material,cable_threading,soft_compliance,0.750000,0.024419,0.046464,0.000807,0.700398,0.001181,0.039272,0.000526,0.178847,0.000427,0.051124,0.000600,7,84
oracle_feature_selector,heldout_material,cable_threading,source_matched,0.792517,0.031740,0.042543,0.000797,0.704177,0.001167,0.029160,0.002602,0.175842,0.002015,0.045427,0.002451,7,84
oracle_feature_selector,heldout_material,cable_threading,taxel_bias,0.709184,0.038730,0.052599,0.003769,0.683959,0.001109,0.044375,0.002425,0.180613,0.002443,0.052879,0.000495,7,84
oracle_feature_selector,heldout_material,cable_threading,texture_aliasing,0.704082,0.043928,0.051736,0.000816,0.693952,0.001195,0.046372,0.001024,0.181978,0.000760,0.048500,0.000607,7,84
oracle_feature_selector,heldout_material,cable_threading,transient_shear_spike,0.724490,0.027622,0.061550,0.000864,0.688365,0.001267,0.049767,0.000989,0.181494,0.000784,0.052996,0.000640,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,compound_contact_shift,0.722789,0.031681,0.066800,0.000874,0.672124,0.001282,0.055554,0.000778,0.183911,0.000608,0.055009,0.002629,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,low_friction,0.775510,0.017213,0.044609,0.000778,0.684587,0.001138,0.035109,0.000555,0.176310,0.000466,0.048468,0.002460,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,soft_compliance,0.731293,0.037367,0.047479,0.000807,0.691395,0.005623,0.040786,0.001360,0.179950,0.001053,0.048065,0.002667,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,source_matched,0.772109,0.021257,0.043378,0.000797,0.700049,0.001167,0.028290,0.002157,0.173426,0.002576,0.042244,0.001935,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,taxel_bias,0.729592,0.033278,0.052714,0.003769,0.678751,0.001109,0.043077,0.003384,0.180412,0.002821,0.051487,0.002498,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,texture_aliasing,0.732993,0.022111,0.052930,0.000816,0.690364,0.001195,0.044545,0.002343,0.182344,0.000789,0.050138,0.000607,7,84
oracle_feature_selector,heldout_material,cloth_edge_pull,transient_shear_spike,0.724490,0.030307,0.061929,0.002914,0.686127,0.001267,0.048038,0.002724,0.182981,0.000915,0.052929,0.002465,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,compound_contact_shift,0.778912,0.033720,0.062822,0.002879,0.633542,0.004330,0.049109,0.000940,0.182591,0.000778,0.055330,0.000657,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,low_friction,0.756803,0.040046,0.045726,0.000855,0.653647,0.001253,0.035585,0.001286,0.179733,0.002474,0.045437,0.001920,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,soft_compliance,0.780612,0.043461,0.052556,0.000883,0.653531,0.001296,0.036879,0.003300,0.177928,0.000848,0.048904,0.000653,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,source_matched,0.797619,0.027420,0.043133,0.000874,0.667066,0.001282,0.030047,0.002514,0.172858,0.000914,0.041705,0.000647,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,taxel_bias,0.784014,0.027622,0.051763,0.000835,0.649854,0.001224,0.040139,0.002741,0.182283,0.000769,0.048174,0.000620,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,texture_aliasing,0.746599,0.040323,0.051324,0.000893,0.655338,0.001311,0.044411,0.001633,0.181082,0.001979,0.049805,0.000660,7,84
oracle_feature_selector,heldout_material,lid_twist_force_control,transient_shear_spike,0.804422,0.029627,0.059490,0.003967,0.642135,0.005483,0.045608,0.002903,0.181114,0.002500,0.049736,0.001911,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,compound_contact_shift,0.778912,0.036667,0.067019,0.003616,0.645679,0.001440,0.049765,0.000991,0.182921,0.001756,0.052562,0.000646,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,low_friction,0.802721,0.048534,0.052195,0.000883,0.664046,0.001296,0.033403,0.001629,0.177321,0.001247,0.047664,0.000653,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,soft_compliance,0.773810,0.030123,0.051483,0.000912,0.652617,0.001339,0.035951,0.001048,0.178297,0.000829,0.047080,0.000673,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,source_matched,0.795918,0.033166,0.040572,0.000903,0.663920,0.001325,0.028993,0.002376,0.172143,0.000928,0.045717,0.001907,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,taxel_bias,0.773810,0.036717,0.055255,0.000864,0.655789,0.001267,0.042796,0.001360,0.177753,0.001058,0.049495,0.000640,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,texture_aliasing,0.784014,0.033166,0.051738,0.000922,0.656656,0.001354,0.042375,0.002619,0.177073,0.000946,0.049006,0.000680,7,84
oracle_feature_selector,heldout_material,peg_in_hole_contact_search,transient_shear_spike,0.784014,0.040231,0.060484,0.000970,0.649467,0.001426,0.047749,0.002477,0.184249,0.001169,0.052766,0.000713,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,compound_contact_shift,0.775510,0.043928,0.068321,0.002898,0.666134,0.001325,0.051276,0.000779,0.186427,0.000382,0.054026,0.000624,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,low_friction,0.787415,0.046228,0.051638,0.000807,0.684285,0.001181,0.034930,0.001023,0.175228,0.002516,0.048991,0.000600,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,soft_compliance,0.816327,0.024870,0.048568,0.000835,0.687328,0.001224,0.034225,0.000851,0.180453,0.000680,0.046783,0.000620,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,source_matched,0.831633,0.025166,0.042444,0.000826,0.690376,0.004407,0.027678,0.000994,0.170752,0.002095,0.041856,0.000613,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,taxel_bias,0.806122,0.029565,0.052268,0.000787,0.672383,0.001152,0.041270,0.001076,0.180044,0.000842,0.049148,0.000587,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,texture_aliasing,0.790816,0.040046,0.056041,0.000845,0.684185,0.001239,0.042502,0.001161,0.177823,0.002017,0.050249,0.002645,7,84
oracle_feature_selector,heldout_material,slip_limited_grasp,transient_shear_spike,0.821429,0.061524,0.059713,0.004006,0.677104,0.001311,0.044364,0.001705,0.183353,0.001231,0.049372,0.000572,7,84
oracle_feature_selector,heldout_object,cable_threading,compound_contact_shift,0.697279,0.032942,0.058937,0.002918,0.678072,0.001253,0.049421,0.003246,0.184413,0.000402,0.052714,0.000591,7,84
oracle_feature_selector,heldout_object,cable_threading,low_friction,0.719388,0.029627,0.047105,0.003769,0.696771,0.004451,0.038122,0.000890,0.176704,0.002585,0.046886,0.000495,7,84
oracle_feature_selector,heldout_object,cable_threading,soft_compliance,0.675170,0.037317,0.049226,0.000787,0.700031,0.001152,0.039860,0.002215,0.179911,0.000563,0.046033,0.000587,7,84
oracle_feature_selector,heldout_object,cable_threading,source_matched,0.761905,0.049628,0.035204,0.000778,0.705826,0.001138,0.026241,0.001240,0.170146,0.000918,0.043296,0.000580,7,84
oracle_feature_selector,heldout_object,cable_threading,taxel_bias,0.707483,0.032546,0.049547,0.003783,0.693276,0.001080,0.042284,0.000650,0.180090,0.002908,0.046246,0.002573,7,84
oracle_feature_selector,heldout_object,cable_threading,texture_aliasing,0.719388,0.037367,0.052607,0.000797,0.691245,0.001167,0.043477,0.001714,0.180379,0.000962,0.048044,0.002451,7,84
oracle_feature_selector,heldout_object,cable_threading,transient_shear_spike,0.698980,0.040643,0.055890,0.000845,0.694217,0.001239,0.044183,0.001509,0.179861,0.002345,0.050483,0.000627,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,compound_contact_shift,0.732993,0.055042,0.059155,0.000855,0.675521,0.001253,0.047807,0.001764,0.185162,0.001339,0.052547,0.002424,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,low_friction,0.741497,0.030429,0.047238,0.003769,0.691519,0.004451,0.036783,0.001953,0.175355,0.003053,0.046661,0.001997,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,soft_compliance,0.748299,0.029876,0.049899,0.000787,0.695590,0.001152,0.036516,0.002995,0.178003,0.002101,0.047323,0.000587,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,source_matched,0.772109,0.026176,0.035697,0.000778,0.701115,0.001138,0.026619,0.000894,0.170394,0.000705,0.042175,0.002460,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,taxel_bias,0.709184,0.024870,0.051035,0.004130,0.687485,0.001080,0.042494,0.000513,0.180012,0.002720,0.044668,0.000466,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,texture_aliasing,0.777211,0.046865,0.053460,0.000797,0.687074,0.001167,0.039510,0.003040,0.178867,0.001601,0.046028,0.002451,7,84
oracle_feature_selector,heldout_object,cloth_edge_pull,transient_shear_spike,0.714286,0.042601,0.057643,0.000845,0.691396,0.001239,0.045399,0.001655,0.177427,0.001280,0.050230,0.002428,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,compound_contact_shift,0.746599,0.033665,0.063440,0.003648,0.638889,0.004342,0.052163,0.001140,0.183282,0.002783,0.052863,0.000614,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,low_friction,0.780612,0.020276,0.041181,0.000835,0.659957,0.001224,0.033717,0.002482,0.175269,0.000758,0.042142,0.000620,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,soft_compliance,0.795918,0.031151,0.044372,0.000864,0.654531,0.001267,0.033643,0.001053,0.176974,0.002325,0.044312,0.000640,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,source_matched,0.804422,0.022111,0.036854,0.000855,0.670082,0.001253,0.025823,0.000978,0.170666,0.002517,0.039194,0.001920,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,taxel_bias,0.782313,0.012172,0.049770,0.000816,0.660538,0.001195,0.039964,0.002396,0.179078,0.000581,0.048023,0.000607,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,texture_aliasing,0.795918,0.027148,0.053255,0.000874,0.653998,0.001282,0.041440,0.001677,0.175045,0.000919,0.044395,0.000647,7,84
oracle_feature_selector,heldout_object,lid_twist_force_control,transient_shear_spike,0.778912,0.028284,0.058321,0.002891,0.644208,0.001354,0.044571,0.000916,0.181372,0.000764,0.046919,0.000637,7,84
oracle_feature_selector,heldout_object,peg_in_hole_contact_search,compound_contact_shift,0.804422,0.022690,0.061249,0.000960,0.646519,0.001411,0.048750,0.000912,0.181756,0.000744,0.050281,0.002375,7,84
oracle_feature_selector,heldout_object,peg_in_hole_contact_search,low_friction,0.795918,0.036158,0.044692,0.000864,0.665849,0.001267,0.033451,0.001033,0.172592,0.002623,0.043486,0.000640,7,84
oracle_feature_selector,heldout_object,peg_in_hole_contact_search,soft_compliance,0.772109,0.025166,0.048917,0.003675,0.667119,0.001311,0.034005,0.000836,0.176834,0.000863,0.046368,0.002500,7,84
oracle_feature_selector,heldout_object,peg_in_hole_contact_search,source_matched,0.789116,0.036968,0.038195,0.004013,0.680438,0.001296,0.024660,0.001045,0.171668,0.000701,0.041331,0.000565,7,84
