method,split,task,regime,mean_success_rate,ci95_success_rate,mean_harmful_transfer_rate,ci95_harmful_transfer_rate,mean_tactile_event_f1,ci95_tactile_event_f1,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
domain_adversarial_transfer,heldout_material,slip_limited_grasp,taxel_bias,0.612245,0.035953,0.136264,0.000826,0.552417,0.001210,0.088627,0.003093,0.189522,0.000665,0.113013,0.001927,7,84
domain_adversarial_transfer,heldout_material,slip_limited_grasp,texture_aliasing,0.585034,0.032375,0.137002,0.004013,0.552249,0.001296,0.089106,0.001124,0.189056,0.001043,0.113301,0.000565,7,84
domain_adversarial_transfer,heldout_material,slip_limited_grasp,transient_shear_spike,0.556122,0.048496,0.145938,0.000931,0.546059,0.001368,0.093379,0.001342,0.189192,0.001016,0.110649,0.001900,7,84
domain_adversarial_transfer,heldout_object,cable_threading,compound_contact_shift,0.523810,0.036004,0.150133,0.000893,0.547792,0.001311,0.099264,0.002105,0.188939,0.001016,0.113297,0.000660,7,84
domain_adversarial_transfer,heldout_object,cable_threading,low_friction,0.600340,0.046627,0.106535,0.000797,0.567138,0.005633,0.080285,0.001571,0.181682,0.001201,0.105913,0.000594,7,84
domain_adversarial_transfer,heldout_object,cable_threading,soft_compliance,0.557823,0.027622,0.115498,0.000826,0.565582,0.005603,0.080524,0.000934,0.183861,0.002934,0.106500,0.002656,7,84
domain_adversarial_transfer,heldout_object,cable_threading,source_matched,0.612245,0.022111,0.089250,0.004068,0.580208,0.001195,0.071559,0.000705,0.176316,0.000815,0.101703,0.002735,7,84
domain_adversarial_transfer,heldout_object,cable_threading,taxel_bias,0.562925,0.037663,0.127080,0.003755,0.567758,0.004438,0.086437,0.003612,0.185070,0.003223,0.107501,0.000508,7,84
domain_adversarial_transfer,heldout_object,cable_threading,texture_aliasing,0.566327,0.058689,0.127106,0.000835,0.558903,0.004401,0.087936,0.001391,0.182478,0.001016,0.108486,0.000620,7,84
domain_adversarial_transfer,heldout_object,cable_threading,transient_shear_spike,0.547619,0.029250,0.137367,0.000883,0.560193,0.001296,0.090837,0.001964,0.186899,0.001027,0.109188,0.000653,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,compound_contact_shift,0.523810,0.029690,0.152683,0.000893,0.546321,0.001311,0.096969,0.000796,0.190811,0.000630,0.113661,0.002406,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,low_friction,0.547619,0.046108,0.107286,0.000797,0.560393,0.004425,0.082502,0.001492,0.183303,0.001138,0.107325,0.000594,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,soft_compliance,0.568027,0.051604,0.116789,0.000826,0.557075,0.001210,0.081582,0.001682,0.181279,0.002174,0.103710,0.000613,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,source_matched,0.605442,0.021257,0.086930,0.002934,0.576577,0.001195,0.072561,0.000667,0.177350,0.000524,0.098713,0.000565,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,taxel_bias,0.566327,0.046627,0.125756,0.004099,0.560474,0.005653,0.084517,0.002067,0.184297,0.002033,0.108627,0.000493,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,texture_aliasing,0.586735,0.038682,0.126862,0.002926,0.553239,0.001224,0.088706,0.001133,0.183263,0.001052,0.110356,0.000578,7,84
domain_adversarial_transfer,heldout_object,cloth_edge_pull,transient_shear_spike,0.534014,0.048151,0.134593,0.004013,0.558452,0.001296,0.090517,0.001070,0.188896,0.000808,0.111602,0.000565,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,compound_contact_shift,0.561224,0.037218,0.145451,0.000970,0.513321,0.005939,0.097763,0.001504,0.188974,0.001178,0.111908,0.000713,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,low_friction,0.629252,0.043033,0.106864,0.000874,0.524745,0.001282,0.079407,0.001108,0.180636,0.003145,0.106831,0.001915,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,soft_compliance,0.630952,0.031798,0.111751,0.003668,0.529939,0.001325,0.081133,0.000784,0.183875,0.002238,0.106898,0.000594,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,source_matched,0.654762,0.066583,0.090292,0.004006,0.541458,0.001311,0.069744,0.001518,0.178930,0.001009,0.098538,0.000572,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,taxel_bias,0.585034,0.024114,0.123266,0.003701,0.516578,0.001253,0.084840,0.002719,0.185957,0.000671,0.110139,0.000561,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,texture_aliasing,0.629252,0.032773,0.125431,0.000912,0.521223,0.005512,0.084672,0.000903,0.184057,0.000707,0.109167,0.000673,7,84
domain_adversarial_transfer,heldout_object,lid_twist_force_control,transient_shear_spike,0.568027,0.046587,0.134045,0.003952,0.525187,0.001411,0.088516,0.001352,0.184715,0.001849,0.112165,0.000618,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,compound_contact_shift,0.530612,0.037367,0.145680,0.000999,0.522161,0.001469,0.100771,0.001350,0.190721,0.001057,0.111060,0.000733,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,low_friction,0.622449,0.032088,0.105933,0.002898,0.539565,0.001325,0.079788,0.000769,0.182325,0.002942,0.105185,0.000624,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,soft_compliance,0.620748,0.033555,0.110139,0.000931,0.533446,0.001368,0.079934,0.002214,0.179455,0.001152,0.107070,0.000686,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,source_matched,0.673469,0.030062,0.088907,0.003983,0.542733,0.001354,0.071426,0.000825,0.177571,0.002671,0.100010,0.002460,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,taxel_bias,0.603741,0.023727,0.126220,0.000883,0.526934,0.001296,0.087561,0.002106,0.182917,0.000465,0.105452,0.000653,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,texture_aliasing,0.586735,0.051352,0.123592,0.003967,0.524388,0.004336,0.088679,0.002209,0.184640,0.002953,0.109182,0.001925,7,84
domain_adversarial_transfer,heldout_object,peg_in_hole_contact_search,transient_shear_spike,0.574830,0.029123,0.136216,0.002865,0.524077,0.001455,0.089791,0.000815,0.184796,0.001774,0.110368,0.000683,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,compound_contact_shift,0.561224,0.034319,0.147843,0.000922,0.546336,0.001354,0.095134,0.001339,0.188330,0.001050,0.114122,0.000680,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,low_friction,0.647959,0.013333,0.106238,0.000826,0.563524,0.001210,0.078570,0.002644,0.182217,0.000650,0.105824,0.002437,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,soft_compliance,0.624150,0.047997,0.109801,0.000855,0.553868,0.001253,0.077632,0.001097,0.183889,0.000809,0.108409,0.000633,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,source_matched,0.687075,0.034427,0.088211,0.000845,0.570337,0.001239,0.067452,0.001193,0.178153,0.001686,0.102246,0.000627,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,taxel_bias,0.620748,0.057025,0.125809,0.000807,0.547248,0.001181,0.084865,0.002392,0.187059,0.001377,0.106741,0.000600,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,texture_aliasing,0.627551,0.060185,0.123611,0.000864,0.553065,0.001267,0.086860,0.001670,0.181780,0.001987,0.108481,0.000640,7,84
domain_adversarial_transfer,heldout_object,slip_limited_grasp,transient_shear_spike,0.583333,0.022194,0.132876,0.000912,0.552862,0.004353,0.089635,0.002075,0.184852,0.000783,0.108496,0.000673,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,compound_contact_shift,0.557823,0.025166,0.099140,0.000903,0.573754,0.001325,0.079364,0.000945,0.256260,0.002563,0.085029,0.000666,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,low_friction,0.610544,0.027285,0.071011,0.000807,0.586186,0.006137,0.062886,0.000870,0.247502,0.000686,0.078344,0.002667,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,soft_compliance,0.556122,0.033278,0.080489,0.000835,0.579567,0.001224,0.064654,0.000911,0.246502,0.000705,0.078979,0.000620,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,source_matched,0.639456,0.041899,0.054360,0.000826,0.598331,0.001210,0.054530,0.001128,0.242562,0.000854,0.073736,0.000613,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,taxel_bias,0.569728,0.035434,0.089442,0.000787,0.584620,0.001152,0.067939,0.002445,0.249979,0.002546,0.082344,0.000587,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,texture_aliasing,0.566327,0.035224,0.083744,0.004044,0.576631,0.001239,0.070565,0.001820,0.250182,0.001158,0.077870,0.000539,7,84
ensemble_disagreement_filter,clean_transfer,cable_threading,transient_shear_spike,0.603741,0.052104,0.089448,0.000893,0.574928,0.006032,0.072563,0.001478,0.251119,0.002479,0.080572,0.000660,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,compound_contact_shift,0.579932,0.032489,0.101996,0.000903,0.564780,0.006020,0.080098,0.001529,0.252169,0.000730,0.087836,0.000666,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,low_friction,0.615646,0.042817,0.072067,0.000807,0.579657,0.005623,0.062664,0.002217,0.248234,0.000929,0.075337,0.000600,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,soft_compliance,0.603741,0.025313,0.076940,0.004052,0.576421,0.001224,0.064412,0.000663,0.246829,0.000695,0.080805,0.000532,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,source_matched,0.668367,0.024646,0.055776,0.000826,0.594915,0.001210,0.053989,0.001597,0.243105,0.000835,0.075551,0.000613,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,taxel_bias,0.583333,0.029690,0.088422,0.002946,0.580124,0.001152,0.064771,0.001042,0.249175,0.002454,0.083625,0.000545,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,texture_aliasing,0.574830,0.035901,0.080374,0.000845,0.573755,0.001239,0.066866,0.002954,0.251333,0.000749,0.079820,0.000627,7,84
ensemble_disagreement_filter,clean_transfer,cloth_edge_pull,transient_shear_spike,0.551020,0.043419,0.092124,0.000893,0.565684,0.001311,0.073886,0.002233,0.250542,0.001152,0.083255,0.000660,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,compound_contact_shift,0.603741,0.023174,0.100352,0.000979,0.531930,0.005443,0.078478,0.001144,0.254193,0.000922,0.087528,0.000719,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,low_friction,0.634354,0.045745,0.075518,0.002906,0.549304,0.001296,0.058217,0.001582,0.246886,0.001311,0.079681,0.000611,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,soft_compliance,0.680272,0.018659,0.079205,0.000912,0.539144,0.001339,0.059898,0.001043,0.247079,0.000846,0.079759,0.000673,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,source_matched,0.697279,0.047454,0.059580,0.000903,0.549655,0.001325,0.049557,0.002467,0.240665,0.001163,0.073278,0.002401,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,taxel_bias,0.620748,0.033555,0.084660,0.000864,0.538950,0.001267,0.066903,0.001119,0.248397,0.002303,0.080715,0.000640,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,texture_aliasing,0.654762,0.039110,0.082816,0.000922,0.544461,0.001354,0.063545,0.001469,0.247066,0.001143,0.082326,0.000680,7,84
ensemble_disagreement_filter,clean_transfer,lid_twist_force_control,transient_shear_spike,0.559524,0.041051,0.093734,0.003622,0.540287,0.001426,0.070569,0.001124,0.250436,0.001809,0.080614,0.001894,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,compound_contact_shift,0.595238,0.028803,0.102194,0.001008,0.537801,0.004297,0.077513,0.002488,0.256566,0.000761,0.087736,0.000739,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,low_friction,0.649660,0.039394,0.076201,0.000912,0.548292,0.001339,0.059199,0.001548,0.246914,0.001205,0.077948,0.000673,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,soft_compliance,0.620748,0.048952,0.075777,0.003967,0.544828,0.001383,0.064172,0.002565,0.246857,0.002745,0.080911,0.000605,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,source_matched,0.715986,0.021257,0.061524,0.000931,0.558252,0.005492,0.051421,0.000829,0.242616,0.000681,0.072413,0.001900,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,taxel_bias,0.636054,0.033720,0.082367,0.002902,0.551483,0.001311,0.065603,0.000812,0.252159,0.000754,0.080362,0.002651,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,texture_aliasing,0.627551,0.055244,0.087736,0.000951,0.549804,0.004330,0.069981,0.001139,0.250685,0.002159,0.080080,0.002587,7,84
ensemble_disagreement_filter,clean_transfer,peg_in_hole_contact_search,transient_shear_spike,0.641156,0.027148,0.092373,0.003921,0.541354,0.001469,0.070612,0.000864,0.249051,0.000879,0.082046,0.002634,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,compound_contact_shift,0.639456,0.030000,0.099350,0.000931,0.557463,0.001368,0.075847,0.002904,0.250682,0.000602,0.087446,0.000686,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,low_friction,0.726190,0.027420,0.073213,0.000835,0.583174,0.001224,0.056615,0.001139,0.244926,0.002489,0.077559,0.000620,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,soft_compliance,0.651361,0.026805,0.077291,0.000864,0.576173,0.001267,0.062757,0.000987,0.244124,0.000784,0.079048,0.000640,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,source_matched,0.714286,0.038103,0.060966,0.000855,0.591634,0.001253,0.052655,0.000777,0.239083,0.000580,0.072553,0.000633,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,taxel_bias,0.653061,0.030307,0.087240,0.000816,0.564711,0.001195,0.063673,0.000874,0.248479,0.002987,0.083099,0.000607,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,texture_aliasing,0.654762,0.043504,0.084463,0.004021,0.576540,0.001282,0.063837,0.001216,0.249394,0.001051,0.079494,0.000558,7,84
ensemble_disagreement_filter,clean_transfer,slip_limited_grasp,transient_shear_spike,0.653061,0.042426,0.089172,0.002891,0.565625,0.001354,0.071767,0.002217,0.249228,0.002539,0.081510,0.000637,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,compound_contact_shift,0.442177,0.029439,0.158975,0.000912,0.542754,0.005512,0.099118,0.002588,0.272577,0.000802,0.099588,0.000673,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,low_friction,0.513605,0.038249,0.120478,0.002934,0.561137,0.001195,0.082636,0.001280,0.264983,0.000926,0.091889,0.000565,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,soft_compliance,0.535714,0.050148,0.130551,0.000845,0.557173,0.006090,0.083730,0.001546,0.263785,0.001173,0.097147,0.001922,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,source_matched,0.542517,0.035224,0.105835,0.004052,0.564638,0.001224,0.075213,0.000949,0.260775,0.000970,0.092631,0.000532,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,taxel_bias,0.471088,0.045501,0.137715,0.000797,0.547093,0.001167,0.091214,0.001361,0.271092,0.001032,0.099464,0.000594,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,texture_aliasing,0.460884,0.026805,0.136385,0.004037,0.545116,0.001253,0.089115,0.003270,0.269516,0.000815,0.097759,0.000545,7,84
ensemble_disagreement_filter,combined_stress,cable_threading,transient_shear_spike,0.476190,0.035642,0.146500,0.000903,0.542993,0.004359,0.091920,0.002046,0.269521,0.000858,0.099227,0.002614,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,compound_contact_shift,0.500000,0.050406,0.161652,0.000912,0.529122,0.001339,0.097917,0.001812,0.273552,0.001392,0.102396,0.000673,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,low_friction,0.510204,0.022443,0.119639,0.000816,0.557668,0.001195,0.083701,0.000797,0.265860,0.000642,0.093419,0.000607,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,soft_compliance,0.539116,0.043419,0.130252,0.002922,0.546796,0.004394,0.085039,0.001088,0.264900,0.000810,0.093332,0.001923,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,source_matched,0.600340,0.044928,0.101926,0.000835,0.561709,0.001224,0.072393,0.002571,0.260790,0.000957,0.090903,0.002651,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,taxel_bias,0.522109,0.039581,0.138231,0.000797,0.543084,0.001167,0.088528,0.002269,0.270750,0.000997,0.098497,0.002451,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,texture_aliasing,0.489796,0.031972,0.132836,0.000855,0.542727,0.001253,0.086151,0.000962,0.270292,0.000751,0.098566,0.001920,7,84
ensemble_disagreement_filter,combined_stress,cloth_edge_pull,transient_shear_spike,0.472789,0.042208,0.148996,0.000903,0.539381,0.001325,0.092112,0.001259,0.271478,0.000965,0.097337,0.000666,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,compound_contact_shift,0.506803,0.056437,0.157704,0.003929,0.502145,0.001455,0.098896,0.001423,0.271154,0.001072,0.101910,0.002639,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,low_friction,0.612245,0.025386,0.119071,0.002902,0.522897,0.001311,0.079173,0.000694,0.265144,0.002283,0.092974,0.000617,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,soft_compliance,0.569728,0.037218,0.125068,0.003655,0.515392,0.001354,0.083332,0.001464,0.264679,0.002290,0.094282,0.000607,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,source_matched,0.651361,0.054058,0.106856,0.003662,0.524895,0.001339,0.071070,0.001409,0.261228,0.001214,0.093101,0.000600,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,taxel_bias,0.566327,0.044928,0.137310,0.000874,0.510356,0.001282,0.088605,0.001488,0.265122,0.001142,0.096666,0.002629,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,texture_aliasing,0.551020,0.055244,0.139835,0.000931,0.511588,0.005985,0.089588,0.001740,0.269638,0.001323,0.097615,0.000686,7,84
ensemble_disagreement_filter,combined_stress,lid_twist_force_control,transient_shear_spike,0.540816,0.032546,0.146587,0.000979,0.504421,0.001440,0.090453,0.002842,0.270146,0.002474,0.096767,0.000719,7,84
